URL,name,price,ingredients,pred_type
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Neboa-Repair-Shine-odzywka-do-wlosow-regenerujaca-wlosy-zniszczone-i-farbowane-naturalna-300-m,368444,13183","NEBOA, Repair & Shine, odżywka do włosów, regenerująca, włosy zniszczone i farbowane, naturalna, 300 ml",27.49,"Aqua, Cetearyl Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Brassicamidopropyl Dimethylamine, Brassica Alba Seed Extract Oil, Schizandra Chinensis Fruit Extract, Linum Usitatissimum Seed Oil, Hydrolyzed Pea Protein, Hydrolyzed Vegetable Protein, Ceramide NG, Brassica Oleracea Italica Seed Oil, Olea Europaea (Olive) Fruit Oil, Ricinus Communis (Castor) Seed Oil, Propanediol, Aspartic Acid, Dehydroacetic Acid, Benzyl Alcohol, Parfum.",PE
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/LOreal-Paris-Elseve-Glycolic-Gloss-odzywka-do-wlosow-wygladzajaca-150-ml,2076196,13183","L'ORÉAL PARIS ELSEVE, Glycolic Gloss, odżywka do włosów, wygładzająca, 150 ml",26.99,"Aqua / Water, Cetearyl Alcohol, Behentrimonium Chloride, Amodimethicone, Ci 77891 / Titanium Dioxide, Ci 17200 / Red 33, Ci 19140 / Yellow 5, Mica, Hydroxycitronellal, Phenoxyethanol, Trideceth-6, Limonene, Benzoic Acid, Linalool, Isopropyl Alcohol, Potassium Hydroxide, Cetrimonium Chloride, Hexyl Cinnamal, Glycolic Acid, Parfum / Fragrance (F.I.L. Z70031843/1).",E
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Stars-Gloss-Boss-odzywka-do-wlosow-nawilzajaca-300-ml,2110391,13183","STARS, Gloss Boss, odżywka do włosów, nawilżająca, 300 ml",21.99,"Aqua, Dimethicone, Dicetyldimonium Chloride, Stearyl Alcohol, Caesalpinia Spinosa Gum, Stearamidopropyl Dimethylamine, Dimethiconol, Cetyl Alcohol, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Shampoo, Hydrolyzed Silk, Sodium Hyaluronate, Sodium Hyaluronate, Behentrimonium Chloride, Behentrimonium Chloride, Behentrimonium Chloride, Propanediol, Butylene Glycol, Isopropyl Alcohol, Citric Acid, Benzyl Alcohol, Parfum, Tetramethyl Acetyloctahydronaphthalenes, Benzyl Salicylate.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Neboa-Glossy-Hair-odzywka-do-wlosow-efekt-tafli-wody-naturalna-300-ml,2082910,13183","NEBOA, Glossy Hair, odżywka do włosów, efekt tafli wody, naturalna, 300 ml",35.99,"Aqua, Cetearyl Alcohol, C12-15 Alkyl Benzoate, Dicaprylyl Ether, Behentrimonium Chloride, Glycine Soja Oil, Prunus Amygdalus Dulcis Oil, Hydrolyzed PeaProtein, Hydrolyzed Rice Protein, Hydrolyzed Soy Protein, Salvia Hispanica Seed Extract, Helianthus Annuus (Sun\u0019ower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cetrimonium Chloride, Isopropyl Alcohol, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Tocopherol, Glyceryl Stearate SE, Amodimethicone, Isopropyl Palmitate, Hydrogenated Farnesene, Tocopheryl Acetate, Quaternium-80, Trideceth-12, Dipropylene Glycol, Silicone Quaternium-18, Trideceth-6, Polysilicone-29, Trideceth-12, Citric Acid, Benzyl Alcohol, Dehydroacetic Acid, Parfum, Phenoxyethanol.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Neboa-Styling-Glossy-Hair-odzywka-w-sprayu-do-kazdego-rodzaju-wlosow-naturalna-100-ml,2076202,13183","NEBOA, Styling Glossy Hair, odżywka w sprayu, do każdego rodzaju włosów, naturalna, 100 ml",27.49,"Aqua, Cetearyl Alcohol, Propanediol, C15-19 Alkane, Quaternium-80, Prunus Domestica Seed Oil, Macadamia Ternifolia Seed Oil, Porphyra Umbilicalis Extract, Hydrolized Soy Protein, Cetrimonium Chloride, Caesalpinia Spinosa Gum, Polyglyceryl-6 Stearate, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Tocopherol, Dicaprylyl Ether, Parfum, Amodimethicone, Polyglyceryl-6 Behenate, Glycerin, Dehydroacetic Acid, Trideceth-12, Citric Acid, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Phenoxyethanol.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/OnlyBio-Hair-Cycling-odzywka-do-wlosow-wygladzajaco-ochronna-200-ml,2072634,13183","ONLYBIO HAIR CYCLING, odżywka do włosów, wygładzająco - ochronna, 200 ml",20.99,"Aqua, Cyclopentasiloxane, Phenyl Trimethicone, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Cetrimonium Chloride, Bixa Orellana Seed Extract, Camellia Sinensis (Green Tea) Leaf Extract, Persea Gratissima (Avocado) Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Peel Oil, Tocopherol, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Citric Acid, CI 16255, CI 15985, Sodium Benzoate, Potassium Sorbate, Parfum, Benzyl Alcohol, Benzyl Benzoate, Coumarin, Tetramethyl Acetyloctahydronaphthalenes, Benzaldehyde, Benzyl Salicylate, Galaxolide, Limonene, Rose Ketones, Trimethylbenzenepropanol, Trimethylcyclopentenyl Methylisopentenol, Vanillin.",E
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/soflow-by-Vis-Plantis-odzywka-do-wlosow-wygladzajaca-Karmelowa-tarta-300-ml,2119900,13183","SO!FLOW BY VIS PLANTIS, odżywka do włosów, wygładzająca, Karmelowa tarta, 300 ml",15.99,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Undecane, Tridecane, Hydrolyzed Wheat Protein, Betaine, Triticum Vulgare Germ Oil, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Hydrolyzed Jojoba Esters, Hydrolyzed Soy Protein, Butyrospermum Parkii Butter, Withania Somnifera Root Extract, Cetrimonium Chloride, Behentrimonium Chloride, Tocopherol, Lactic Acid, Isopropyl Alcohol, Parfum, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/soflow-by-Vis-Plantis-odzywka-do-wlosow-srednioporowatych-proteinowo-emolientowa-zapach-energetuz,390353,13183","SO!FLOW BY VIS PLANTIS, odżywka do włosów średnioporowatych, proteinowo-emolientowa, zapach energetuzyjącego mango, 400 ml",24.99,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Betaine, Hydrolyzed Rice Protein, Hydrolyzed Vegetable Protein, Oryza Sativa Bran Oil, Lepidium Meyenii Root Extract, Argania Spinosa Kerknel Oil, Aloe Barbadensis Leaf Juice, Inulin, Macadamia Ternifolia Seed Oil, Maltooligosyl Gloucoside, Hydrogenated Starch Hydrolysate, Glycerin, Panthenol, Tocopherol, Beta-Sitosterol, Squalene, Glycine Soja Oil, Cetrimonium Chloride, Lactic Acid, Citric Acid, Parfum, Sodium Benzoate, Potassium Sorbate.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Isana-Silky-Shine-odzywka-do-wlosow-suchych-i-pozbawionych-blasku-Magnolia-i-Kwiat-Lotosu-300-ml,122976,13183","ISANA, Silky Shine, odżywka do włosów suchych i pozbawionych blasku, Magnolia i Kwiat Lotosu, 300 ml",3.29,"Aqua, Cetearyl Alcohol, Glyceryl Stearate SE, Propylene Glycol, Stearamidopropyl Dimethylamine, Panthenol, Pantolactone, Niacinamide, Behentrimonium Chloride, Hydrolyzed Wheat Protein, Magnolia Liliflora Extract, Nelumbium Speciosum Flower Extract, Dipropylene Glycol, Glycerin, Parfum, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Citric Acid.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/soflow-by-Vis-Plantis-odzywka-do-wlosow-wlosy-krecone-zapach-dojrzalego-melona-z-aloesem-400-ml,390351,13183","SO!FLOW BY VIS PLANTIS, odżywka do włosów, włosy kręcone, zapach dojrzałego melona z aloesem, 400 ml",24.99,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Bis – Cetearyl Amodimethicone, Linum Usitatissium Seed Oil, Hydrolyzed Lupine Seed Extract, Citrus Junos Fruit Extract, Astragalus Membranaceus Root Extract, Inulin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Undecane, Tridecane, Cetrimonium Chloride, Tocopherol,, Butylene Glycol, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Benzoic Acid, 1,2- Hexanediol, Caprylyl Glycol, Hexyl Cinnamal, Limonene, CI 42090, CI 19140",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/OnlyBio-Hair-In-Balance-Hydra-odzywka-do-wlosow-w-sprayu-nawilzajaco-wygladzajaca-200-ml,2110339,13183","ONLYBIO HAIR IN BALANCE, Hydra, odżywka do włosów, w sprayu, nawilżająco-wygładzająca, 200 ml",14.99,"Aqua, Dimethicone, Dioleoylethyl Hydroxyethylmonium Methosulfate, Dipropylene Glycol, Propanediol, Silicone Ouaternium-18, Polysilicone-29, Caesalpinia Spinosa Gum, Caulerpa Lentillifera Extract, Xylitylglucoside, Anhydroxylitol, Xylitol, Glucose, Sodium Hyaluronate, Trehalose, Butylene Glycol, Cetearyl Alcohol, Glycerin, Trideceth-6, Trideceth-12, Polysorbate 20, Citric Acid, Sodium Chloride, Sodium Sulfate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, CI 17200, CI 28440, Parfum, Benzyl Salicylate, Hexamethylindanopyran, Tetramethyl Acetyloctahydronaphthalenes, Citrus Limon Peel Oil, Linalyl Acetate, Limonene.",EH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/OnlyBio-Hair-In-Balance-odzywka-do-wlosow-dwufazowa-z-efektem-rozswietlenia-200-ml,2072635,13183","ONLYBIO HAIR IN BALANCE, odżywka do włosów, dwufazowa, z efektem rozświetlenia, 200 ml",13.99,"Aqua, Cyclopentasiloxane, Phenyl Trimethicone, Propanediol, Sodium Polyitaconate, Camellia Japonica Seed Oil, Carica Papaya Fruit Extract, Camellia Sinensis (Green Tea) Leaf Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Ceratonia Siliqua (Carob) Gum, Xanthan Gum, Glycerin, Silica, Mica, Calcium Aluminum Borosilicate, CI 77891, 77491, CI 77861, Sodium Benzoate, Potassium Sorbate, Sodium Dehydroacetate, Parfum, Citronellol, Coumarin, Hydroxycitronellal, Limonene, Linalool.",EH
"https://www.rossmann.pl/Produkt/Wygladzanie-wlosow/LOreal-Paris-Elseve-Glycolic-Gloss-kuracja-laminujaca-200-ml,2076195,19837","L'ORÉAL PARIS ELSEVE, Glycolic Gloss, kuracja laminująca, 200 ml",34.99,"Aqua / Water, Cetearyl Alcohol, Cocamidopropyl Betaine, Behentrimonium Chloride, Propylene Glycol, Amodimethicone, Ci 17200 / Red 33, Ci 19140 / Yellow 5, Cocos Nucifera Oil / Coconut Oil, Sodium Chloride, Hydroxypropyl Guar, Hydroxycitronellal, Phenoxyethanol, Ppg-1 Trideceth-6, Ethanolamine, Trideceth-6, Polyquaternium-37, Limonene, Linalool, Isopropyl Alcohol, Propylene Glycol Dicaprylate/Dicaprate, Caprylyl Glycol, Acrylates/Stearyl Methacrylate Copolymer, Sorbitan Oleate, Cetrimonium Chloride, Citric Acid, Edta, Hexyl Cinnamal, Glycolic Acid, Parfum / Fragrance (F.I.L. Z70038579/2).",EH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Anwen-Nawilzajacy-Bez-odzywka-do-wlosow-o-roznej-porowatosci-250-ml,2111785,13183","ANWEN, Nawilżający Bez, odżywka do włosów o różnej porowatości, 250 ml",31.99,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Solanum Tuberosum (Potato) Starch, Allium Cepa Extract, Saccharide Isomerate, Hydroxypropyltrimonium Hyaluronate, Aloe Barbadensis (Aloe Vera) Leaf Juice Powder, Cetrimonium Chloride, Glycerin, Urea, Polysorbate 80, Hydroxypropyl Guar, Citric Acid, Sodium Citrate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Caprylyl Glycol, Parfum, Amyl Cinnamal, Cinnamyl Alcohol, Hydroxycitronellal.",EH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Stars-Bond-Aid-odzywka-do-wlosow-regeneracja-i-wzmocnienie-300-ml,2110390,13183","STARS, Bond-Aid, odżywka do włosów, regeneracja i wzmocnienie, 300 ml",21.99,"Aqua, Dimethicone, Dicetyldimonium Chloride, Stearyl Alcohol, Caesalpinia Spinosa Gum, Stearamidopropyl Dimethylamine, Dimethiconol, Cetyl Alcohol, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Hydrolyzed Keratin, Gossypium Herbaceum (Cotton) Seed Oil, Behentrimonium Chloride, Propanediol, Butylene Glycol, Isopropyl Alcohol, Citric Acid, Benzyl Alcohol, Parfum, Tetramethyl Acetyloctahydronaphthalenes, Benzyl Salicylate, Citrus Aurantium Peel Oil, Citrus Limon Peel Oil, Citronellol, Limonene, Linalool.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/Revoss-Professional-Keratin-odzywka-do-wlosow-keratynowa-regenerujaca-z-olejem-awokado-200-ml,404889,13183","REVOSS, Professional Keratin, odżywka do włosów, keratynowa, regenerująca, z olejem awokado, 200 ml",13.49,"Aqua, Propylene Glycol, Propanediol, Polyquaternium-6, Cetrimonium Chloride, Hydrolyzed Keratin, Avocado Oil Glycereth-8 Esters, Porphyra Umbilicalis Extract, Caesalpinia Spinosa Gum, Glycerin, Panthenol, Polysorbate 20, Phenoxyethanol, Caprylyl Glycol, Parfum, Ethylhexylglycerin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Citronellol, Coumarin, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool.",PEH
"https://www.rossmann.pl/Produkt/Serum-i-wcierki-do-skory-glowy/Joanna-Konopie-odzywka-wcierka-do-skory-glowy-nawilzajaco-wzmacniajaca-100-ml,321213,13212","JOANNA, Konopie, odżywka-wcierka do skóry głowy, nawilżająco-wzmacniająca, 100 ml",13.99,"Aqua, Hydroxypropyltrimonium Honey, Aloe Barbadensis Leaf Juice, Hexapeptide-11, Cannabis Sativa Seed Extract, Saccharum Officinarum Extract, Citrus Limon Fruit Extract, Pyrus Malus Fruit Extract, Camellia Sinensis Leaf Extract, Niacinamide, Sodium Hyaluronate, Trehalose, Sodium PCA, Urea, Polyquaternium-51, Allantoin, Panthenol, Glycerin, Betaine, Hexylene Glycol, Laureth-10, Leuconostoc/Radish Root Ferment Filtrate, Parfum, Citral, Citronellol, Citrus Aurantium Peel Oil, Geraniol, Hexyl Cinnamal, Limonene, Linalool, Linalyl Acetate, Sodium Benzoate, Potassium Sorbate, Citric Acid, Sorbic Acid, Triethanolamine, Phenoxyethanol, Benzoic Acid.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/LOreal-Paris-Elseve-Dream-Long-spray-do-wlosow-wygladzajacy-z-witaminami-bez-splukiwania-wlosy-,367540,13183","L'ORÉAL PARIS ELSEVE, Dream Long, spray do włosów, wygładzający, z witaminami, bez spłukiwania, włosy długie i zniszczone, 150 ml",19.99,"Aqua / Water, Dimethicone, Stearyl Alcohol, Niacinamide, Ricinus Communis Seed Oil / Castor Seed Oil, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein, Hydrolyzed Soy Protein, Hydroxycitronellal, Phenoxyethanol, Steareth-100, Peg-40 Hydrogenated Castor Oil, Behentrimonium Chloride, Trideceth-6, Salicylic Acid, Limonene, Panthenol, Benzyl Salicylate, Linalool, Benzyl Alcohol, Amodimethicone, Isopropyl Alcohol, Alpha-Isomethyl Ionone, Geraniol, Cetrimonium Chloride, Citronellol, Citric Acid, Laureth-23, Laureth-4, Coumarin, Hexyl Cinnamal, Parfum / Fragrance (F.I.L. C266370/1).",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/OnlyBio-Hair-In-Balance-odzywka-do-wlosow-wygladzajaca-chroniaca-kolor-200-ml,2098195,13183","ONLYBIO HAIR IN BALANCE, odżywka do włosów, wygładzająca, chroniąca kolor, 200 ml",14.99,"Aqua, Cetearyl Alcohol, Propanediol, Behentrimonium Chloride, Glycerin, Cetyl Esters, Dimethicone, Cetrimonium Chloride, Euterpe Oleracea (Acai) Fruit Extract, Hydrogenated Castor Oil / Sebacic Acid Copolymer, Ascorbyl Tetraisopalmitate, Tocopherol, Niacinamide, Sr-Spider Polypeptide-1, Hexapeptide-11, Amodimethicone, Dicetyldimonium Chloride, Coco-Caprylate/Caprate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, 1,2-Hexanediol, Sodium Hydroxide, Sodium Chloride, Citric Acid, Isopropyl Alcohol, Propylene Glycol, Caprylyl Glycol, Salicylic Acid, Benzyl Alcohol, Potassium Sorbate, Parfum, Hydroxycitronellal.",PEH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/soflow-by-Vis-Plantis-odzywka-do-wlosow-wzmacniajaca-Muffin-z-biala-czekolada-300-ml,2119904,13183","SO!FLOW BY VIS PLANTIS, odżywka do włosów, wzmacniająca, Muffin z białą czekoladą, 300 ml",15.99,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Isopropyl Palmitate, Argania Spinosa Kernel Oil, Butyrospermum Parkii Butter, Inulin, Urea, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Equisetum Arvense Extract, Cetrimonium Chloride, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Vanillin",EH
"https://www.rossmann.pl/Produkt/Odzywki-do-wlosow/LOreal-Paris-Elseve-Color-Vive-odzywka-do-wlosow-ochronna-z-czerwona-piwonia-i-filtrem-UV-wlosy-,6507,13183","L'ORÉAL PARIS ELSEVE, Color Vive, odżywka do włosów, ochronna, z czerwoną piwonią i filtrem UV, włosy farbowane lub z pasemkami, 200 ml",18.49,Aqua / Water • Cetearyl Alcohol • Dimethicone • Glycerin • Behentrimonium Chloride • Parfum / Fragrance • Lactic Acid • Ascorbyl Glucoside • Sodium Laureth Sulfate • Hydroxycitronellal • Sodium Hydroxide • Phenoxyethanol • Ethylhexyl Salicylate • Limonene • Linalool • Amodimethicone • Isopropyl Alcohol • Cetrimonium Chloride • Hexyl Cinnamal(F.I.L Z70049236/2).,EH
