URL,type,description
https://napieknewlosy.pl/products/barwa-odzywka-mango-do-wlosow-puszacych-sie-i-zniszczonych-200ml,PEH,"Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Mangifera Indica Seed Butter, Butyrospermum Parkii Butter, Hydrolyzed Wheat Gluten, Aloe Barbadensis Leaf Juice, Cetrimonium Chloride, Citric Acid, Parfum, Limonene, Linalool"
https://napieknewlosy.pl/products/anwen-nawilzajacy-bez-odzywka-do-wlosow-o-roznej-porowatosci-200ml,H,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Solanum Tuberosum Starch , Allium Cepa Extract , Saccharide Isomerate, Hydroxypropyltrimonium Hyaluronate, Aloe Barbadensis Leaf Juice Powder , Cetrimonium Chloride, Glycerin, Urea , Polysorbate 80, Hydroxypropyl Guar, Citric Acid, Sodium Citrate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Caprylyl Glycol, Parfum, Amyl Cinnamal, Cinnamyl Alcohol, Hydroxycitronellal"
https://napieknewlosy.pl/products/anwen-bee-my-baby-odzywka-do-wlosow-dla-dzieci-200ml,PEH,"Aqua, Cetearyl Alcohol, Orbignya Oleifera Seed Oil, Behentrimonium Chloride, Astrocaryum Murumuru Seed Butter, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Starch Hydroxypropyltrimonium Chloride, Hydroxypropyltrimonium Honey, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Sorbic Acid, Benzyl Alcohol, Parfum"
https://napieknewlosy.pl/products/barwa-odmladzajaca-odzywka-ryzowa-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Cocos Nucifera Oil, Oryza Sativa Seed Protein, Phytic Acid, Oryza Sativa Extract, Glycerin, Biotin, Panthenol, Linoleic Acid, Linolenic Acid, Tocopheryl Acetate, Retinyl Palmitate, Bioflavonoids, Gluconolactone, Calcium Gluconate, Pyridoxine HCL, Propylene Glycol, Polysorbate 20, Cetrimonium Chloride, Citric Acid, Parfum, Linalool, Limonene"
https://napieknewlosy.pl/products/barwa-odzywka-winogronowa-do-wlosow-kreconych-i-falowanych-200ml,PE,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Butyrospermum Parkii Butter, Vitis Vinifera Seed Oil, Vitis Vinifera Fruit Extract, Hydrolyzed Wheat Gluten, Cetrimonium Chloride, Propylene Glycol, Citric Acid, Parfum"
https://napieknewlosy.pl/products/anwen-emolientowy-irys-odzywka-do-wlosow-o-sredniej-porowatosci-200ml,E,"Aqua, Macadamia Ternifolia Seed Oil , Cetearyl Alcohol, Behentrimonium Chloride, Brassica Oleracea Italica Seed Oil , Moringa Oleifera Seed Oil , Prunus Domestica Seed Oil , Camellia Japonica Seed Oil , Starch Hydroxypropyltrimonium Chloride, Cetrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum"
https://napieknewlosy.pl/products/anwen-proteinowa-zielona-herbata-odzywka-do-wlosow-o-sredniej-porowatosci-200ml,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Pea Protein , Hydrolyzed Vegetable Protein PG-Propyl Silanetriol , Hydroxypropyltrimonium Hydrolyzed Wheat Protein , Camellia Chinensis Extract , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Limonene"
https://napieknewlosy.pl/products/anwen-proteinowa-orchidea-odzywka-do-wlosow-o-wysokiej-porowatosci-200ml,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Pea Protein , Keratin , Hydrolyzed Keratin , Collagen , Hydrolyzed Elastin , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Benzyl Salicylate, Coumarin, Limonene, Geraniol, Linalool, Hexyl Cinnamal"
https://napieknewlosy.pl/products/barwa-odbudowujaca-odzywka-jajeczna-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Prunus Amygdalus Dulcis Oil, Hydrolyzed Albumen, Glycerin, Panthenol, Biotin, Linoleic Acid, Linolenic Acid, Tocopheryl Acetate, Retinyl Palmitate, Cetrimonium Chloride, Bioflavonoids, Pyridoxine HCL, Propylene Glycol, Polysorbate 20, Parfum, Hexyl Cinnamal, Citric Acid"
https://napieknewlosy.pl/products/hairy-tale-cosmetics-flylight-babassu-lekka-odzywka-emolientowa-200-ml,E,"Aqua, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Isopropyl Myristate, Cetyl Palmitate, Cetyl Alcohol, Dicaprylyl Carbonate, Behenyl/Stearyl Aminopropanediol Esters, Babassu Oil Polyglyceryl-4 Esters, Tocopherol, Behentrimonium Methosulfate, Trisodium Ethylenediamine Disuccinate, Sodium Levulinate, Potassium Sorbate, Sodium Benzoate, Lactic Acid, Ceteareth-20, Citric Acid, Parfum"
https://napieknewlosy.pl/products/barwa-wzmacniajaca-odzywka-drozdzowa-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Squalane, Trehalose, Faex Extract, Betula Alba Leaf Extract, Equisetum Arvense Leaf Extract, Urtica Dioica Leaf Extract, Arginine, Argan Oil Glycereth-8 Esters, Oryza Sativa Seed Protein, Oryza Sativa Extract, Cetrimonium Chloride, Glycerin, Phytic Acid, Salicylic Acid, Undecylenic Acid, Gluconolactone, Calcium Gluconate, Propylene Glycol, Citric Acid, Alcohol DenatParfum, Limonene, Linalool, Citronellol"
https://napieknewlosy.pl/products/anwen-emolientowa-roza-odzywka-do-wlosow-o-wysokiej-porowatosci-200ml,E,"Aqua, Cetearyl Alcohol, Butyrospermum Parkii , Cucurbita Pepo Seed Oil , Behentrimonium Chloride, Brassica Oleracea Italica Seed Oil , Papaver Somniferum Seed Oil , Carthamus Tinctorius Seed Oil , Raphanus Sativus Seed Oil , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Citronallol, Geraniol, Linalool"
https://napieknewlosy.pl/products/hairy-tale-cosmetics-flylight-walnut-lekka-odzywka-emolientowa-200ml,E,"Aqua, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Isopropyl Myristate, Cetyl Palmitate, Cetyl Alcohol, Dicaprylyl Carbonate, Juglans Regia Seed Oil, Theobroma Cacao Seed Extract, Juglans Regia Leaf Extract, Vanilla Planifolia Fruit Extract, Behentrimonium Methosulfate, Behenyl/Stearyl Aminopropanediol Esters, Tocopherol, Trisodium Ethylenediamine Disuccinate, Sodium Levulinate, Potassium Sorbate, Sodium Benzoate, Glycerin, Lactic Acid, Ceteareth-20, Citric Acid, Parfum, Benzyl Benzoate"
https://napieknewlosy.pl/products/gosh-odzywka-do-wlosow-coconut-oil-230ml,E,"Aqua Water Eau, Cetearyl Alcohol, Behentrimonium Chloride, Dipropylene Glycol, Cocos Nucifera Oil, Butyrospermum Parkii Butter, Hydroxyethylcellulose, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Ethylhexylglycerin, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum Fragrance, Benzyl Salicylate, Hexyl Cinnamal, Citral"
https://napieknewlosy.pl/products/hairy-tale-cosmetics-flylight-avocado-lekka-odzywka-emolientowa-200ml,E,"Aqua, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Isopropyl Myristate, Cetyl Palmitate, Cetyl Alcohol, Dicaprylyl Carbonate, Persea Gratissima Oil, Behentrimonium Methosulfate, Behenyl/Stearyl Aminopropanediol Esters, Tocopherol, Trisodium Ethylenediamine Disuccinate, Sodium Levulinate, Potassium Sorbate, Sodium Benzoate, Lactic Acid, Ceteareth-20, Citric Acid, Parfum, Linalool"
https://napieknewlosy.pl/products/anwen-mini-bee-my-baby-odzywka-do-wlosow-dla-dzieci-15ml,PEH,"Aqua, Cetearyl Alcohol, Orbignya Oleifera Seed Oil, Behentrimonium Chloride, Astrocaryum Murumuru Seed Butter, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Starch Hydroxypropyltrimonium Chloride, Hydroxypropyltrimonium Honey, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Sorbic Acid, Benzyl Alcohol, Parfum"
https://napieknewlosy.pl/products/barwa-five-herbs-odzywka-podkreslajaca-skret-180ml,H,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Butyrospermum Parkii Butter, Vitis Vinifera Seed Oil, Niacinamide, Glyceryl Stearate, Phospholipids, Sphingolipids, Equisetum Arvense Leaf Extract, Urtica Dioica Leaf Extract, Chamomilla Recutita Flower Extract, Salvia Officinalis Flower/Leaf/Stem Extract, Cistus Incanus Flower/Leaf/Stem Extract, Panthenol, Glycerin, Cetrimonium Chloride, Propylene Glycol, Pentylene Glycol, Citric Acid, Parfum, Limonene, Linalool"
https://napieknewlosy.pl/products/anwen-proteinowa-magnolia-odzywka-do-wlosow-o-sredniej-porowatosci-200ml,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Milk Protein , Hydrolyzed Oats , Hydrolyzed Keratin , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum"
https://napieknewlosy.pl/products/anwen-mini-proteinowa-zielona-herbata-odzywka-do-wlosow-o-sredniej-porowatosci-15ml,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Pea Protein , Hydrolyzed Vegetable Protein PG-Propyl Silanetriol , Hydroxypropyltrimonium Hydrolyzed Wheat Protein , Camellia Chinensis Extract , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Limonene"
https://napieknewlosy.pl/products/barwa-odzywka-mleczko-migdalowe-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Glyceryl Stearate, Prunus Amygdalus Dulcis Oil, Prunus Amygdalus Dulcis Fruit Extract, Butyrospermum Parkii Butter, Hydrolyzed Wheat Gluten, Cetrimonium Chloride, Glycerin, Zea Mays Starch, Xanthan Gum"
https://napieknewlosy.pl/products/gosh-odzywka-do-wlosow-colour-rescue-230ml,E,"Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Dipropylene Glycol, Helianthus Annus Seed Extract, Butyrospermum Parkii Butter, Hydroxyethylcellulose, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Ethylhexylglycerin, Butylene Glycol, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum/Fragrance, Limonene"
https://napieknewlosy.pl/products/anwen-mini-emolientowa-roza-odzywka-do-wlosow-o-wysokiej-porowatosci-15ml,E,"Aqua, Cetearyl Alcohol, Butyrospermum Parkii , Cucurbita Pepo Seed Oil , Behentrimonium Chloride, Brassica Oleracea Italica Seed Oil , Papaver Somniferum Seed Oil , Carthamus Tinctorius Seed Oil , Raphanus Sativus Seed Oil , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Citronallol, Geraniol, Linalool"
https://napieknewlosy.pl/products/anwen-emolientowa-akacja-odzywka-do-wlosow-o-niskiej-porowatosci-200ml,E,"Aqua, Orbignya Oleifera Seed Oil, Cetearyl Alcohol, Behentrimonium Chloride, Astrocaryum Murumuru Seed Butter, Caprylic/Capric Triglyceride, Starch Hydroxypropyltrimonium Chloride, Kaolin, Fucus Vesiculosus Extract, Cetrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, BHT, Parfum"
https://napieknewlosy.pl/products/apis-natural-solution-odzywka-wzmacniajaca-przeciw-wypadaniu-wlosow-z-3-baicapil-200ml,H,"Aqua, Cetearyl Alcohol , Stearalkonium Chloride , Behen-Trimonium Chloride , PEG-40 Hydrogenated Castrol Oil, Propanediol, Arginine, Lactic Acid, Glycine Soja Germ Extract, Triticium Vulgare Gem Extract, Scutellaria Baicalensis Root Extract, D-panthenol, Caffeine, Trigonella Foenum-Graecum Extract, Hippophae Rhamnoides Extract, Ginseng Root Extract, Equesetum Arvense Extract, Arctium Lappa Phenoxyethanol, Caprylyl Glycol, Parfum"
https://napieknewlosy.pl/products/barwa-gleboko-nawilzajaca-odzywka-180ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Hydrolyzed Wheat Gluten, Panthenol, Trehalose, Simmondsia Chinensis Seed Oil, Butyrospermum Parkii Butter, Cetrimonium Chloride, Citric Acid, Parfum, Alpha-Isomethyl lonone, Limonene, Linalool"
https://napieknewlosy.pl/products/anwen-emolientowa-melisa-odzywka-do-wlosow-o-wysokiej-porowatosci-200ml,E,"Aqua, Cetearyl Alcohol, Papaver Somniferum Seed Oil, Behentrimonium Methosulfate, Raphanus Sativus Seed Oil, Carthamus Tinctorius Seed Oil, Brassica Oleracea Italica Seed Oil, Starch Hydroxypropyltrimonium Chloride, Urea, Lactic Acid, Sodium Lactate, Cetrimonium Chloride, Parfum, Sodium Hydroxide, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid"
https://napieknewlosy.pl/products/bosko-balsam-bosko-kondycjonujacy-do-wlosow-200ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Shea Butter Ethyl Esters, Oryza Sativa Bran Oil, Behentrimonium Chloride, Amodimethicone, Argania Spinosa Kernel Oil, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Helianthus Annuus Seed Oil, Linum Usitatissimum Seed Oil, Cocos Nucifera Oil, Macadamia Ternifolia Seed Oil, Persea Gratissima Oil, Olea Europaea Fruit Oil, Rosmarinus Officinalis Leaf Extract, Glycerin, Tocopheryl Acetate, Panthenol, Glutamic Acid, Propylene Glycol, Dipropylene Glycol, Cocamidopropyl Betaine, Silicone Quaternium-22, Palmitamidopropyltrimonium Chloride, Polyglyceryl-3 Caprate, Tetrasodium EDTA, Triethyl Citrate, Glyceryl Caprylate, Isopropyl Alcohol, Benzoic Acid, Phenoxyethanol, Citric Acid, Parfum"
https://napieknewlosy.pl/products/anwen-mini-emolientowa-akacja-odzywka-do-wlosow-o-niskiej-porowatosci-15ml,E,"Aqua, Orbignya Oleifera Seed Oil, Cetearyl Alcohol, Behentrimonium Chloride, Astrocaryum Murumuru Seed Butter, Caprylic/Capric Triglyceride, Starch Hydroxypropyltrimonium Chloride, Kaolin, Fucus Vesiculosus Extract, Cetrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, BHT, Parfum"
https://napieknewlosy.pl/products/anwen-mini-nawilzajacy-bez-odzywka-do-wlosow-o-roznej-porowatosci-15ml,H,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Solanum Tuberosum Starch , Allium Cepa Extract , Saccharide Isomerate, Hydroxypropyltrimonium Hyaluronate, Aloe Barbadensis Leaf Juice Powder , Cetrimonium Chloride, Glycerin, Urea , Polysorbate 80, Hydroxypropyl Guar, Citric Acid, Sodium Citrate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Caprylyl Glycol, Parfum, Amyl Cinnamal, Cinnamyl Alcohol, Hydroxycitronellal"
https://napieknewlosy.pl/products/barwa-honey-hair-odzywka-miodowa-nawilzajaco-wygladzajaca-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Mel Extract, Royal Jelly Extract, Mel, Propolis Extract, Trehalose, Linum Usitatissimum Seed Oil, Glycerin, Butyrospermum Parkii Butter, Oryza Sativa Seed Protein, Phytic Acid, Oryza Sativa Extract, Cetrimonium Chloride, Sodium Benzoate, Potassium Sorbate, Coco-Glucoside, Gluconolactone, Citric Acid, Calcium Gluconate, Butylene Glycol, Parfum"
https://napieknewlosy.pl/products/joanna-pehology-odbudowujaca-odzywka-proteinowa-do-wlosow-o-roznej-porowatosci-200g,PEH,"Aqua, Cetearyl Alcohol, Prunus Amygdalus Dulcis Oil, Behenamidopropyl Dimethylamine, Macadamia Ternifolia Seed Oil, Hydrolyzed Milk Protein, Hydrolyzed Sweet Almond Protein, Hydrolyzed Keratin, Phospholipids, Sphingolipids, Lecithin, Olus Oil, Tocopherol, Ascorbyl Palmitate, Hydrogenated Palm Glycerides Citrate, Parfum, Hexyl Cinnamal, Sodium Citrate, Lactic Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Ethylhexylglycerin"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-proteinowe-mleczko-do-laminacji-wlosow-150ml,P,"Aqua, Glycerin, Caprylic/ Capric/ Succinic Triglyceride, Ammonium Acryloyldimethyltaurate/ VP Copolymer, Hydrolyzed Vegetable Protein, Hydrolyzed Rice Protein, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Proline, Serine, Sodium PCA, Glycine, Alanine, Aspartic Acid, Phenylalanine, Histidine, Valine, Threonine, Isoleucine, Arginine, PCA Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Inulin, Ganoderma Lucidum Extract, Hydrolyzed Jojoba Esters, Sodium Lactate, Lactic Acid, Sodium Polyacrylate, Parfum, Sodium Benzoate, Phenoxyethanol, Ethylhexylglycerin"
https://napieknewlosy.pl/products/yope-boost-my-hair-odzywka-do-wlosow-z-proteinami-300ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Squalane, Cetyl Esters, Limnanthes Alba Seed Oil, Ethyl Olivate, Glyceryl Stearate, Hydrolyzed Rice Bran Protein, Hydrolyzed Soy Protein, Kappaphycus Alvarezii Extract, Ganoderma Lucidum Extract, Laminaria Saccharina Extract, Glycine, Olea Europaea Leaf Extract, Gluconolactone, Glycerin, Sodium Levulinate, Levulinic Acid, Parfum, Aspartic Acid, Tetrasodium Glutamate Diacetate, Tocopherol, Lactic Acid, Maltodextrin, Sodium Benzoate, Potassium Sorbate"
https://napieknewlosy.pl/products/barwa-five-herbs-bogata-odzywka-regenerujaca-180ml,EH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Niacinamide, Phospholipids, Sphingolipids, Panthenol, Persea Gratissima Oil, Vegetable Oil, Vitis Vinifera Seed Oil, Squalane, Equisetum Arvense Leaf Extract, Urtica Dioica Leaf Extract, Chamomilla Recutita Flower Extract, Salvia Officinalis Flower/Leaf/Stem Extract, Cistus Incanus Flower/Leaf/Stem Extract, Glycerin, Propylene Glycol, Pentylene Glycol, Cetrimonium Chloride, Citric Acid, Parfum, Limonene, Linalool"
https://napieknewlosy.pl/products/barwa-peace-love-hair-wygladzajaca-odzywka-180ml,EH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Vitis Vinifera Seed Oil, Linoleic Acid, Linolenic Acid, Tocopheryl Acetate, Retinyl Palmitate, Bioflavonoids, Biotin, Pyridoxine HCl, Panthenol, Vegetable Oil, Tocopherol, Prunus Armeniaca Fruit Extract, Acetum, Pyrus Malus Fruit Extract, Prunus Persica Fruit Extract, Cetrimonium Chloride, Propylene Glycol, Polysorbate 20, Polysorbate 80, Citric Acid, Parfum, Linalool"
https://napieknewlosy.pl/products/milk-shake-conditioning-direct-color-toner-w-kolorze-beige-blond-100ml,PEH,"Aqua , PPG-2 Methyl Ether, Hydroxyethylcellulose, Polysorbate 20, Cocamidopropyl Betaine, Cetrimonium Chloride, Parfum , Phenyl Trimethicone, Butylene Glycol, Imidazolidinyl Urea, Disperse Violet 1, Helianthus Annuus Seed Extract, Basic Brown 17, Sodium Hydroxide, Limonene, Linalool, Basic Yellow 57, Citronellol, Argania Spinosa Kernel Oil, Butyrospermum Parkii Butter, Hydrolyzed Milk Protein"
https://napieknewlosy.pl/products/joanna-vegan-odzywka-pielegnujaca-z-bergamotka-300g,E,"Aqua, Cetearyl Alcohol, Coconut Alkanes, Citrus Aurantium Bergamia Fruit Extract, Citrus Aurantium Dulcis Peel Oil, Prunus Amygdalus Dulcis Oil, Hydrogenated Vegetable Oil, Quaternium-91, Cetrimonium Methosulfate, Tocopherol, Citric Acid, Parfum, Potassium Sorbate, Sodium Benzoate"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-proteinowo-emolientowa-odzywka-do-wlosow-srednioporowatych-400ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Betaine, Hydrolyzed Rice Protein, Hydrolyzed Vegetable Protein, Oryza Sativa Bran Oil, Lepidium Meyenii Root Extract, Argania Spinosa Kernel Oil, Aloe Barbadensis Leaf Juice, Inulin, Macadamia Ternifolia Seed Oil, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Glycerin, Panthenol, Tocopherol, Beta-Sitosterol, Squalene, Glycine Soja Oil, Cetrimonium Chloride, Lactic Acid, Citric Acid, Parfum, Sodium Benzoate, Potassium Sorbate"
https://napieknewlosy.pl/products/joanna-vegan-odzywka-regenerujaca-z-proteinami-z-migdalow-300g,PE,"Aqua,Cetearyl Alcohol,Behenamidopropyl Dimethylamine,Prunus Amygdalus Dulcis Oil,Hydrolyzed Sweet Almond Protein,Coconut Alkanes,Olus Oil,Lactic Acid,Tocopherol,Parfum,Potassium Sorbate,Sodium Benzoate"
